Feature.ID	B13_FFPE_T1gIII_Total_Exon_Reads_fwd_RNA.Seq	B13_FF_T1gIII_Total_Exon_Reads_fwd_RNA.Seq	B11_FFPE_TagII_Total_Exon_Reads_fwd_RNA.Seq	B11_FF_TagII_Total_Exon_Reads_fwd_RNA.Seq	B11_FFPE_T2gII_Total_Exon_Reads_fwd_RNA.Seq	B11_FF_T2gII_Total_Exon_Reads_fwd_RNA.Seq	B12_FFPE_TagII_Total_Exon_Reads_fwd_RNA.Seq	B12_FF_TagII_Total_Exon_Reads_fwd_RNA.Seq	B12_FFPE_T1gII_Total_Exon_Reads_fwd_RNA.Seq	B12_FF_T1gII_Total_Exon_Reads_fwd_RNA.Seq	B14_FFPE_TagII_Total_Exon_Reads_fwd_RNA.Seq	B14_FF_TagII_Total_Exon_Reads_fwd_RNA.Seq	B14_FFPE_T1gIII_Total_Exon_Reads_fwd_RNA.Seq	B14_FF_T1gIII_Total_Exon_Reads_fwd_RNA.Seq	B15_FF_T2grIII_Total_Exon_Reads_fwd_RNA.Seq	B15_FFPE_T2grIII_Total_Exon_Reads_fwd_RNA.Seq
FSTL1	19	633	7	110	48	7124	251	5594	38	3349	109	14215	124	17071	5509	283
FSTL3	1	10	1	4	1	153	22	139	1	82	2	206	7	158	206	20
FSTL4	2	46	0	86	1	32	93	433	12	547	15	1473	23	1810	481	2
FSTL5	0	1	0	1	0	1	0	3	0	0	0	5	0	23	6	0
FTCD	0	0	0	0	0	1	0	6	0	0	0	4	0	5	8	0
FTH1	153	7523	116	345	291	18698	2223	23276	211	12592	476	42302	694	56453	46826	1059
FTHL17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
FTL	35	2181	33	332	67	7963	358	9758	34	4497	111	10877	50	8860	15434	276
FTMT	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0
FTO	8	491	4	194	16	1160	214	1238	12	713	58	2780	36	3144	3397	96
FTSJ1	2	134	3	43	6	747	45	733	5	773	11	893	12	1282	1582	26
FTSJ2	3	136	3	26	9	598	35	657	7	571	17	1158	14	1963	1145	12
FTSJ3	5	210	8	132	16	1462	124	1702	12	1095	48	1818	28	2815	3134	33
FTSJD1	5	317	2	192	4	1233	165	1983	9	1031	31	2470	12	3338	3789	28
FTSJD2	7	394	4	180	14	1910	116	1543	11	871	27	2003	26	2134	1888	44
FUBP1	19	1262	13	604	39	4084	531	4241	43	1782	116	8908	114	13317	4526	113
FUBP3	5	351	8	81	15	1319	95	1144	12	720	21	1625	35	2414	2122	46
FUCA1	5	505	1	163	10	2473	305	6438	22	3752	42	4385	38	5820	2455	21
FUCA2	1	157	5	61	10	1956	123	1840	8	1429	22	1591	12	3372	1294	20
FUK	0	60	0	43	3	124	4	261	2	120	2	329	7	296	353	5
FUNDC1	9	130	1	25	9	675	53	762	5	552	18	1319	7	1400	791	19
FUNDC2	4	126	0	34	10	1260	59	911	6	922	13	980	13	1719	1272	13
FUOM	0	3	0	3	2	19	2	17	0	10	0	85	3	107	75	1
FURIN	16	718	8	129	27	2205	276	2645	20	2319	59	3327	35	3854	2402	54
FUS	19	504	14	174	37	810	329	712	36	418	111	3059	138	2922	1493	130
FUT1	1	28	0	11	2	90	11	63	0	116	1	234	3	254	269	4
FUT10	4	89	4	97	5	683	60	497	9	188	6	880	3	1120	260	4
FUT11	2	115	2	13	1	358	53	676	2	493	9	935	10	1391	896	14
FUT2	3	21	4	18	1	67	4	57	0	8	3	118	0	18	507	12
FUT3	6	126	1	34	2	122	105	684	5	616	5	403	7	688	897	17
FUT4	0	23	1	9	3	199	9	178	3	67	6	395	3	232	142	8
FUT5	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0
FUT6	0	5	0	4	0	11	21	116	0	30	5	227	7	621	641	6
FUT7	0	3	0	0	0	7	0	0	0	0	1	10	0	7	0	0
FUT8	5	423	4	125	18	2712	86	968	6	882	20	2515	14	2335	2036	31
FUT9	5	78	3	8	6	100	271	1412	31	2277	21	2191	61	7021	2261	36
FUZ	0	40	1	7	3	62	7	123	3	144	5	232	5	322	107	1
FXC1	7	156	4	93	10	1592	134	1387	12	781	23	1136	20	1330	1169	42
FXN	2	48	1	9	3	185	23	245	6	144	9	712	10	921	483	11
FXR1	25	1475	12	445	36	5057	501	5161	40	2495	117	7494	92	10123	11433	246
FXR2	3	165	5	67	9	714	48	698	3	625	26	1167	17	1652	1254	26
FXYD1	0	2	0	0	0	5	3	5	0	0	0	4	0	5	8	0
FXYD2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
FXYD3	19	615	27	584	39	3637	478	8028	36	6462	57	4329	66	5973	13644	145
FXYD4	0	0	0	0	0	3	4	208	0	10	0	31	2	39	22	0
FXYD5	15	454	4	19	13	484	134	1157	18	1672	34	2445	33	2621	5792	92
FXYD6	0	4	0	0	0	9	0	14	1	7	0	59	1	66	76	3
FXYD6-FXYD2	0	3	0	0	0	7	0	5	0	0	0	4	0	14	16	0
FXYD7	0	1	0	0	0	1	0	0	0	1	0	4	0	2	13	0
FYB	6	680	8	194	45	3027	19	405	1	23	36	4037	5	339	1232	39
FYCO1	17	916	11	251	18	1485	406	2797	30	1483	100	4063	76	3311	4112	116
FYN	3	281	5	59	13	1187	31	475	4	213	17	2440	13	1386	1719	53
FYTTD1	16	684	14	195	29	4805	216	3305	24	2267	72	3601	67	7147	10491	160
FZD1	2	114	2	18	5	432	44	474	7	351	10	847	10	1726	367	27
FZD10	1	28	0	0	0	45	2	72	0	20	0	64	3	163	972	14
FZD2	0	5	0	1	2	89	0	10	1	13	3	123	1	60	175	5
FZD3	5	255	3	56	4	1149	150	1531	11	719	45	3526	29	3170	4346	59
FZD4	4	164	5	265	7	1386	111	1399	11	467	30	2922	25	2840	1609	36
FZD5	8	680	7	80	4	629	92	835	3	474	16	1002	29	2138	2812	32
FZD6	12	636	13	304	15	5880	359	5337	29	3933	24	3564	21	6010	5701	62
FZD7	4	67	0	3	0	177	69	560	6	351	12	657	6	1077	158	17
FZD8	0	12	0	1	0	24	0	33	0	60	2	44	0	56	65	4
FZD9	0	0	0	0	0	1	2	0	0	1	0	5	0	4	15	0
FZR1	4	130	2	72	3	469	55	627	8	619	17	716	12	963	958	20
G0S2	0	17	2	2	1	123	7	46	0	39	2	1206	2	142	81	7
G2E3	4	186	4	74	7	1116	110	1000	4	624	17	1382	32	2937	1191	20
G3BP1	7	891	1	196	29	4515	318	5805	18	3537	72	7297	50	15783	13433	123
G3BP2	17	819	6	190	55	6805	476	6432	32	4205	98	6972	89	13179	9607	120
G6PC	0	0	0	2	0	0	0	3	0	0	0	0	0	23	23	0
G6PC2	0	0	0	0	0	1	0	0	0	0	0	0	1	11	18	0
G6PC3	1	30	1	13	2	258	14	601	1	470	1	274	4	383	495	4
G6PD	5	622	5	81	13	1423	15	471	5	449	10	620	4	740	2778	28
GAA	3	76	1	105	6	619	45	947	6	1330	8	1465	12	1305	1590	16
GAB1	7	209	4	121	13	1483	116	1044	6	491	25	2044	26	2070	833	26
GAB2	9	173	3	35	8	473	104	577	10	374	30	869	19	1502	917	31
GAB3	0	62	3	13	2	464	4	124	1	43	6	550	1	156	270	4
GAB4	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0
GABARAP	10	191	4	48	26	2304	83	1451	6	1089	26	2335	22	3468	2557	27
GABARAPL1	7	133	5	97	14	1062	105	857	15	845	22	949	14	666	1739	68
GABARAPL2	7	129	1	61	6	988	66	1909	6	1131	8	1297	10	2083	2246	17
GABBR1	13	344	21	345	24	744	322	865	57	1081	94	2399	71	865	628	61
GABBR2	0	4	0	1	0	7	1	58	0	14	1	153	3	562	97	5
GABPA	16	576	2	172	16	3042	300	2832	18	1818	53	6005	52	8008	4488	64
GABPB1	5	132	1	57	5	964	61	744	5	534	11	1274	20	2124	1119	18
GABPB2	4	185	3	120	6	367	69	541	9	238	19	848	14	645	595	23
GABRA1	0	0	0	0	0	0	0	1	0	0	0	12	0	24	34	0
GABRA2	0	0	0	0	0	1	0	1	0	0	0	0	0	12	16	0
GABRA3	1	23	0	0	0	94	1	84	0	0	0	100	0	78	459	7
GABRA4	0	0	0	0	0	0	0	2	0	0	0	0	0	24	53	0
GABRA5	0	0	0	0	0	0	0	0	0	0	0	7	0	16	33	0
GABRA6	0	0	0	0	0	0	0	0	0	0	0	0	0	9	20	0
GABRB1	0	0	0	0	0	0	0	0	0	0	0	2	0	8	6	0
GABRB2	0	11	0	2	0	6	0	9	0	2	0	13	1	69	89	0
GABRB3	0	18	1	49	4	1163	0	8	0	3	0	3	0	48	2113	25
GABRD	0	2	0	1	0	14	1	11	0	8	0	47	6	132	43	1
GABRE	12	576	10	749	24	2940	88	673	5	15	40	573	14	305	780	40
GABRG1	0	0	0	0	0	7	0	1	0	0	0	2	0	17	11	0
GABRG2	0	38	0	0	0	0	0	0	0	1	0	0	0	6	118	0
GABRG3	0	0	0	0	0	1	0	0	0	0	0	1	0	6	48	1
GABRP	0	0	2	0	18	548	0	2	0	0	0	13	0	28	45	0
GABRQ	3	34	1	1	0	17	0	3	0	0	0	3	0	15	42	0
GABRR1	1	34	0	2	0	2	0	4	0	2	1	106	1	40	49	1
GABRR2	0	3	0	5	0	23	0	16	0	2	1	36	0	20	55	2
GAD1	0	1	1	32	0	116	1	4	1	3	1	110	1	76	120	0
GAD2	0	0	0	0	0	0	0	0	0	0	0	0	0	7	6	0
GADD45A	7	121	2	46	7	266	144	1000	9	556	27	860	36	1406	1437	69
GADD45B	1	50	3	19	3	189	34	340	5	98	7	587	5	453	1096	39
GADD45G	0	6	0	3	0	22	0	11	0	5	0	20	0	9	109	0
GADD45GIP1	1	93	0	38	2	282	35	386	1	491	5	575	10	790	1061	31
GADL1	0	0	0	0	0	1	0	0	0	0	0	1	0	10	13	0
GAGE1	0	0	0	0	0	0	0	0	0	0	0	1	0	25	103	0
GAGE10	0	0	0	0	0	0	0	3	0	0	0	1	0	3	27	0
GAGE12C	0	0	0	1	0	1	0	0	0	0	0	0	0	0	6	0
GAGE12D	0	0	0	0	0	1	0	0	0	0	0	0	0	2	14	0
GAGE12E	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	0
GAGE12F	0	0	0	0	0	0	0	0	0	0	0	0	0	1	35	1
GAGE12G	0	0	0	0	0	0	0	0	0	0	0	0	0	1	32	0
GAGE12H	0	0	0	0	0	0	0	0	0	0	0	1	0	3	8	0
GAGE12I	0	0	0	0	0	0	0	0	0	0	0	2	0	3	24	0
GAGE12J	0	0	0	0	0	0	0	1	0	0	0	1	0	1	31	3
GAGE13	0	0	0	0	0	0	0	0	0	0	0	1	0	1	8	0
GAGE2A	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0
GAGE2B	0	0	0	0	0	0	0	0	0	0	0	0	0	4	36	0
GAGE2C	0	0	0	0	0	0	0	1	0	0	0	0	0	2	6	0
GAGE2D	0	0	0	0	0	1	0	0	0	0	0	0	0	11	221	2
GAGE2E	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1
GAK	9	580	5	260	22	1734	183	2165	27	1312	37	2999	57	2819	2343	83
GAL	0	2	0	0	0	0	0	0	0	2	0	1	0	4	15	0
GAL3ST1	1	0	0	1	0	3	0	0	0	1	1	3	0	1	19	0
GAL3ST2	0	0	0	0	0	6	0	6	0	0	0	2	0	2	11	0
GAL3ST3	0	0	0	0	0	0	0	0	0	0	0	0	0	9	16	0
GAL3ST4	2	3	1	9	2	99	0	52	0	26	1	141	2	88	158	12
GALC	9	182	1	92	10	2005	95	2036	6	1008	21	2139	13	2850	1836	31
GALE	1	48	1	55	4	365	37	674	2	500	9	725	8	1482	743	11
GALK1	0	9	0	9	0	78	1	109	0	137	1	101	0	175	255	5
GALK2	9	240	2	201	13	1377	75	998	9	674	21	1886	25	2207	1688	30
GALM	2	93	1	53	7	711	32	578	2	222	9	651	4	459	398	12
GALNS	2	162	1	133	1	529	23	458	5	321	4	772	5	614	1237	25
GALNT1	48	872	31	622	134	19438	1793	25654	232	26783	351	24722	189	33605	7388	189
GALNT10	3	118	2	38	14	785	100	1073	5	974	19	1463	6	1197	1581	31
GALNT11	9	371	2	47	8	1191	186	1968	11	1673	41	3490	55	5685	4152	74
GALNT12	6	115	5	74	12	777	161	2323	22	1898	12	1069	14	1924	539	14
GALNT13	1	51	0	12	1	4	64	480	11	122	8	1034	3	192	36	3
GALNT14	2	69	1	35	9	224	103	1468	15	1098	7	270	14	423	1067	14
GALNT2	12	519	9	122	27	1516	264	3274	22	2216	50	4080	58	6152	5729	88
GALNT3	6	321	3	94	5	2138	137	3652	17	2362	21	1630	14	2907	3380	18
GALNT4	0	2	0	1	0	0	0	1	0	1	0	1	0	0	0	0
GALNT5	7	353	6	108	15	770	63	562	9	400	8	850	3	328	70	10
GALNT6	2	159	1	19	9	550	13	107	0	59	3	394	2	111	1937	24
GALNT7	3	513	5	174	19	1787	242	3109	23	1909	39	3610	25	7085	3332	30
GALNT8	0	6	0	3	0	11	2	5	0	1	0	26	0	13	15	0
GALNT9 (NC_000012 132680916..132690573)	0	0	0	0	0	0	0	1	0	1	0	0	0	3	0	0
GALNT9 (NC_000012 132824459..132905905)	0	0	0	0	0	0	0	0	0	1	0	1	0	3	0	0
GALNTL1	1	4	0	0	0	25	0	5	0	4	0	15	0	27	54	3
GALNTL2	1	9	1	5	0	23	2	48	0	9	1	86	0	54	50	3
GALNTL4	2	76	2	8	1	237	13	193	2	72	5	546	4	560	215	3
GALNTL5	0	0	0	0	0	0	0	0	0	0	0	0	0	4	23	0
GALNTL6	0	1	1	0	0	14	0	10	1	0	0	6	1	80	16	0
GALP	0	0	0	0	0	1	0	0	0	0	0	0	0	9	4	0
GALR1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0
GALR2	0	0	0	0	0	1	0	1	0	1	0	0	0	4	67	0
GALR3	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0
GALT	0	47	2	20	1	219	23	462	1	381	12	410	6	708	426	8
GAMT	0	6	0	3	1	35	1	24	0	1	1	47	0	52	46	1
GAN	3	289	2	204	8	570	170	1158	13	706	22	1438	30	2015	4631	87
GANAB	19	703	9	319	56	5314	341	4873	32	3048	98	6702	111	19379	10579	137
GANC	18	348	3	373	14	1462	149	1101	8	538	26	2101	24	1960	610	17
GAP43	0	6	1	0	0	1	2	5	0	0	0	4	0	5	68	2
GAPDH	114	5460	70	1042	129	18498	1486	30154	124	36173	307	24687	354	74007	51925	443
GAPDHS	0	0	0	2	0	8	0	14	0	5	0	8	0	17	19	0
GAPT	0	10	1	1	0	143	0	11	0	1	2	76	0	25	23	1
GAPVD1	16	389	9	163	21	2440	147	2226	22	1679	42	3512	42	4008	5121	96
GAR1	0	19	1	21	1	109	26	89	3	37	13	131	8	235	101	5
GARNL3	0	46	0	18	0	176	29	242	1	125	5	363	1	304	468	10
GARS	10	576	12	132	37	2685	199	2708	23	2744	56	5716	54	7324	8316	113
GART	5	545	4	199	23	3276	248	3260	14	2633	59	4528	91	10774	5456	65
GAS1	1	10	0	0	1	39	2	17	0	1	0	42	0	18	34	23
GAS2	0	20	0	3	0	19	4	51	0	3	0	87	0	42	144	1
GAS2L1	1	43	0	19	2	185	8	183	1	96	2	198	4	292	250	3
GAS2L2	0	1	0	8	0	9	1	7	0	0	0	4	0	7	88	2
GAS2L3	1	105	1	17	2	305	10	95	1	71	3	310	6	507	937	7
GAS6	0	59	1	55	5	513	14	315	2	86	5	673	16	600	340	18
GAS7	3	63	2	7	14	527	5	129	0	26	8	619	7	541	492	44
GAS8	1	243	0	139	4	320	70	485	5	313	13	872	10	1079	1418	35
GAST	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
GATA1	0	0	0	0	0	4	0	0	0	0	0	1	0	4	6	0
GATA2	10	79	10	17	13	286	377	2299	5	167	59	3220	69	3920	3670	119
GATA3	48	1856	20	606	72	2911	1643	6201	122	3125	325	15838	479	23989	15399	407
GATA4	0	0	0	0	0	3	0	0	0	0	0	1	0	4	51	0
GATA5	0	2	0	0	0	0	0	4	0	1	0	10	0	12	3	0
GATA6	0	4	0	9	1	109	0	34	0	2	2	62	2	58	111	4
GATAD1	10	336	18	227	21	1760	355	2793	36	1721	57	4139	58	3798	2004	57
GATAD2A	16	644	13	151	21	1402	195	1534	18	1429	60	2643	55	3430	4215	86
GATAD2B	27	915	17	231	26	1645	469	2510	45	943	88	4796	111	5392	2923	113
GATC	8	216	7	74	12	1724	129	1472	10	1331	37	1939	35	2426	1908	40
GATM	1	87	1	5	2	118	15	199	0	51	15	1428	7	2061	89	2
GATS	0	17	0	8	0	65	17	102	0	67	4	197	2	120	104	2
GATSL1	0	9	1	11	1	52	7	51	2	61	0	216	1	126	193	1
GATSL2	1	9	0	4	0	28	2	29	0	27	0	60	0	63	50	0
GATSL3	0	12	0	8	0	81	2	47	1	26	1	59	0	59	145	2
GBA	7	370	1	100	9	968	71	1783	4	1003	12	2136	17	2128	1221	17
GBA2	6	142	3	115	8	578	143	1480	16	1046	21	1159	32	2325	1901	28
GBA3	0	0	0	0	0	1	0	2	0	0	1	88	0	59	57	1
GBAS	6	195	4	48	12	1672	148	2183	8	1240	19	2426	28	5065	1530	28
GBE1	8	349	3	120	6	1245	73	1459	4	770	18	2084	10	2969	641	16
GBF1	13	1005	10	262	25	2333	282	3729	28	2344	59	5847	76	6076	6317	105
GBGT1	1	20	0	8	1	76	7	82	0	29	1	170	5	145	115	7
GBP1	9	399	14	241	36	7231	65	1846	5	420	24	2628	6	1405	5939	44
GBP2	16	769	19	439	58	6929	315	4643	28	2311	82	5714	51	5144	7338	100
GBP3	6	466	10	295	35	3648	198	2195	12	383	95	5026	26	3144	757	17
GBP4	9	187	14	270	30	5775	71	1844	6	102	48	2454	15	1290	5681	58
GBP5	2	201	11	88	28	2160	6	189	0	11	9	1919	1	161	1308	18
GBP6	6	44	3	6	1	158	23	306	2	102	1	175	6	65	122	2
GBP7	0	3	0	2	0	29	0	6	0	2	0	9	0	27	14	1
GBX1	0	0	0	0	0	0	0	0	0	0	0	10	0	4	9	0
GBX2	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0
GC	0	0	0	0	0	0	0	1	0	0	0	1	0	4	7	0
GCA	0	172	3	38	8	810	62	741	4	319	17	1673	7	1096	1937	34
GCAT	1	9	1	7	2	201	3	122	0	70	2	142	1	247	424	4
GCC1	11	291	4	67	6	938	114	1230	18	943	33	1981	33	2300	2424	37
GCC2	25	1442	21	862	44	4279	652	4898	76	1727	162	9175	119	10757	4950	130
GCDH	0	90	0	33	2	284	5	335	3	236	5	517	10	696	826	12
GCFC1	8	605	9	369	14	1831	273	1848	26	1296	46	4770	81	6832	3651	69
GCFC2	2	355	2	119	5	723	83	765	9	421	13	1616	14	1917	874	25
GCG	0	0	0	0	0	0	0	0	0	0	0	0	0	4	10	0
GCGR	0	3	0	1	0	0	0	1	0	0	0	4	0	1	2	0
GCH1	1	108	4	55	6	823	30	536	5	361	3	559	4	861	911	6
GCHFR	0	18	0	3	0	38	1	31	0	26	0	29	0	54	32	0
GCK	0	1	0	0	0	0	0	1	0	0	0	1	0	9	13	0
GCKR	0	0	0	1	0	1	0	1	0	3	0	4	3	10	198	1
GCLC	17	747	8	338	22	2572	317	3404	20	1621	40	3201	93	11480	3867	54
GCLM	4	218	0	12	2	279	45	557	4	346	4	536	10	1277	2954	28
GCM1	0	0	0	26	0	8	0	11	0	0	0	12	0	14	13	0
GCM2	0	0	0	0	0	0	0	0	0	0	0	0	0	7	6	0
GCN1L1	35	1473	16	551	66	4839	479	5327	61	4779	113	8855	180	17925	16867	229
GCNT1	1	27	1	21	6	441	9	52	0	8	1	269	0	110	250	5
GCNT2	6	281	1	134	14	881	27	333	2	128	13	442	2	252	523	10
GCNT3	0	0	0	2	0	11	0	0	0	0	0	1	0	12	11	0
GCNT4	3	3	0	2	0	2	1	2	1	9	3	2	0	4	5	3
GCNT7	0	0	0	1	0	10	1	8	0	6	0	15	0	25	25	1
GCOM1	5	148	4	109	9	552	186	1656	13	965	35	2215	33	3084	1949	33
GCSAM	1	16	0	4	0	151	20	118	0	31	6	280	1	140	54	1
GCSAML	0	0	0	1	1	45	0	3	0	0	0	21	0	28	22	0
GCSH	1	183	2	26	2	573	39	519	1	468	20	693	15	1764	2446	27
GDA	1	5	1	3	1	16	37	169	0	5	29	1703	64	3906	397	5
GDAP1	2	90	3	40	6	294	85	465	12	201	9	658	11	894	1395	27
GDAP1L1	0	0	0	0	0	1	0	1	0	0	0	7	0	3	14	0
GDAP2	17	668	14	277	18	2309	373	3140	21	1490	69	4527	69	4795	3188	84
GDE1	10	506	4	93	19	3375	153	2729	15	2024	78	4030	44	8236	7154	99
GDF1	0	0	0	0	0	0	0	0	0	3	0	2	0	0	2	0
GDF10	0	0	0	1	0	1	0	0	0	0	0	0	0	4	4	1
GDF11	1	73	2	28	7	396	45	317	10	605	17	816	10	983	1351	33
GDF15	0	30	6	14	3	103	50	1048	1	293	1	568	9	470	860	10
GDF2	0	0	0	0	0	0	0	0	0	0	0	2	0	6	1	0
GDF3	0	0	0	0	0	2	0	0	0	0	1	5	0	7	7	0
GDF5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
GDF6	0	13	2	0	0	13	20	135	2	20	2	69	0	60	41	7
GDF7	0	7	1	3	0	6	2	53	0	15	0	49	1	61	172	3
GDF9	0	4	0	0	0	4	6	18	0	8	0	36	0	42	56	0
GDI1	13	526	11	163	34	2290	208	2208	15	2267	19	2189	45	3152	2351	46
GDI2	63	2741	17	588	86	14728	843	14746	69	12860	144	13697	145	28245	33736	375
GDNF	0	3	0	0	1	19	0	12	1	3	1	17	1	42	23	3
GDPD1	1	10	0	18	2	193	30	317	4	181	6	265	1	251	609	13
GDPD2	1	27	3	32	2	37	67	1006	9	408	2	91	7	411	645	2
GDPD3	0	26	0	9	0	73	5	105	1	92	2	203	3	895	1081	14
GDPD4	0	0	0	0	0	0	0	2	0	0	0	2	0	14	21	0
GDPD5	0	15	0	3	0	94	2	51	0	26	2	135	3	96	107	7
GDPGP1	0	19	0	27	0	96	12	122	0	73	2	125	0	154	103	3
GEM	2	56	1	0	3	277	10	72	2	42	3	335	5	406	832	79
GEMIN2	3	24	0	15	0	258	4	162	1	66	0	218	1	388	276	5
GEMIN4	1	57	2	61	6	525	23	243	1	153	6	607	8	1185	610	7
GEMIN5	9	185	4	110	8	780	73	1201	7	629	19	1342	9	1651	2886	22
GEMIN6	1	84	0	12	2	265	21	318	4	272	1	402	2	633	610	11
GEMIN7	1	38	1	64	5	119	44	354	10	244	10	377	3	468	268	13
GEMIN8	0	69	2	49	1	261	54	431	2	376	8	578	6	641	561	14
GEN1	14	445	4	161	20	1686	155	1018	19	967	32	2020	42	3648	3103	26
GET4	7	67	4	26	2	324	96	627	10	468	31	902	14	996	694	16
GFAP	0	0	0	0	0	0	0	0	0	0	0	5	0	18	14	0
GFER	2	26	3	7	3	193	21	220	1	161	8	296	6	411	451	9
GFI1	0	25	1	8	2	142	0	25	0	6	1	156	0	17	115	2
GFI1B	0	0	0	1	0	6	0	0	0	0	0	0	0	4	0	0
GFM1	12	751	5	228	20	4013	174	2618	16	1330	57	3831	42	6210	5252	62
GFM2	3	211	3	133	9	979	125	1190	14	669	23	2070	18	3328	2956	31
GFOD1	0	82	3	16	4	250	11	58	1	29	17	242	6	454	429	18
GFOD2	5	296	6	107	7	633	138	833	7	524	42	1985	39	3153	4147	80
GFPT1	31	1543	23	430	44	6020	796	6699	49	4013	98	8334	74	11349	16109	246
GFPT2	1	8	0	3	0	93	0	10	0	1	0	65	0	29	148	13
GFRA1	0	38	2	6	1	113	8	358	1	32	2	175	2	498	304	9
GFRA2	0	6	0	0	0	27	0	15	0	5	0	43	0	31	46	0
GFRA3	0	1	0	0	0	6	0	0	0	0	0	4	0	10	19	0
GFRA4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0
GFRAL	0	0	0	0	0	0	0	0	0	0	0	1	0	4	3	0
GGA1	8	199	3	217	8	968	162	1153	16	761	40	1871	43	1926	1971	58
GGA2	8	277	9	197	25	1637	195	1224	24	734	59	3056	40	2968	1973	47
GGA3	8	158	3	188	12	856	167	1770	21	1279	16	2031	27	2110	1830	43
GGACT	0	15	1	9	2	108	30	259	2	248	1	252	5	443	111	3
GGCT	11	387	14	78	28	1605	166	1559	11	1704	38	2280	53	5020	7035	139
GGCX	6	391	8	193	16	1794	169	2256	10	1152	33	2140	41	3987	5256	65
GGH	3	128	2	16	6	1102	43	776	4	2081	5	763	6	2413	1981	20
GGN	0	1	0	0	0	4	0	4	0	2	0	15	0	6	11	0
GGNBP2	9	482	14	272	18	2140	351	3453	33	2493	56	3718	34	5079	3855	49
GGPS1	2	188	2	52	5	887	157	1322	12	529	23	1663	15	2341	1098	30
GGT1	0	23	0	5	0	43	1	49	1	34	0	152	1	74	124	2
GGT2	0	22	0	22	0	3	4	69	0	3	1	31	0	29	38	1
GGT5	0	35	0	9	2	296	6	145	1	33	5	231	1	328	168	16
GGT6	6	177	4	95	12	1186	118	1511	12	869	27	2390	46	3675	2958	41
GGT7	1	70	3	71	3	699	65	581	3	532	9	877	12	882	637	11
GGTLC1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
GGTLC2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GH1	0	0	0	0	0	0	0	0	0	0	0	0	0	8	7	0
GH2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	0
GHDC	0	25	1	17	1	297	28	624	5	372	7	403	4	390	451	10
GHITM	18	907	3	87	28	3188	233	4900	15	3717	54	4290	53	10542	7724	86
GHR	1	19	1	8	1	36	1	80	0	13	2	114	3	182	168	9
GHRH	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	0
GHRHR	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	0
GHRL	0	1	0	0	0	10	0	0	0	0	1	7	0	7	8	0
GHSR	0	0	0	0	0	1	0	0	0	0	0	2	0	15	10	0
GID4	1	63	1	20	3	407	38	277	2	226	6	581	6	797	852	31
GID8	12	496	10	119	23	2088	275	3284	26	2490	53	3730	47	5425	5211	70
GIF	0	0	0	0	0	0	0	0	0	0	0	3	0	6	13	0
GIGYF1	14	524	13	213	14	1322	329	2246	52	1571	84	3167	102	4290	1843	87
GIGYF2	39	1784	23	568	74	4864	515	4048	60	2105	135	7653	129	9023	5401	123
GIMAP1	0	15	0	8	0	47	1	24	0	2	0	53	0	35	22	1
GIMAP1-GIMAP5	1	103	0	11	1	569	0	112	0	38	2	640	0	357	358	2
GIMAP2	3	42	3	32	2	251	24	512	1	103	4	562	5	352	428	10
GIMAP4	5	97	0	11	9	856	7	382	1	78	10	1239	6	1194	477	22
GIMAP5	0	7	0	8	1	104	0	112	1	5	2	34	2	28	40	2
GIMAP6	3	80	0	39	5	515	43	612	2	59	11	945	11	833	361	15
GIMAP7	0	96	0	4	6	390	10	128	0	4	6	564	1	284	239	13
GIMAP8	3	130	2	28	4	620	12	238	3	60	9	987	13	811	473	16
GIMD1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
GIN1	3	59	2	31	3	302	30	398	2	159	9	590	5	670	327	4
GINM1	4	116	3	61	8	996	67	1110	6	850	10	786	10	1182	699	14
GINS1	2	129	2	24	2	1065	29	189	7	369	12	733	19	2435	1381	17
GINS2	1	22	0	15	1	75	5	23	1	76	2	134	3	503	494	4
GINS3	1	64	0	14	0	219	16	139	0	193	2	259	3	695	435	5
GINS4	2	47	2	38	4	403	5	45	2	33	2	243	9	558	1308	32
GIP	0	0	0	0	0	0	0	0	0	0	0	0	0	10	6	0
GIPC1	1	210	3	66	3	528	116	1369	10	1621	30	1471	16	1559	2740	48
